,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL
863,P48169,سقيا الماء,"350,000ر.س",06/04/2024,"3,500",المواطنون والمقيمون بالمملكة,"27,865",جمعية البر الخيرية ببلجرشي,بلجرشي,https://ehsan.sa/projects/0/47170?amount=null
864,P48171,كفالة حلقات تحفيظ القرآن الكريم,"120,000ر.س",06/04/2024,10,المواطنون والمقيمون بالمملكة,"9,752",جمعية تحفيظ القرآن الكريم بمدينة الروضة,الروضة,https://ehsan.sa/projects/0/47172?amount=null
865,P48071,إعانة أسر السجناء,"260,000ر.س",06/04/2024,26,المواطنون,"11,293",الجمعية الخيرية بمحايل عسير,محايل عسير,https://ehsan.sa/projects/0/47072?amount=null
866,P48162,جلسات العلاج الكيميائي لمريضة سرطان الثدي,"60,000ر.س",06/04/2024,1,المقيمون بالمملكة,928,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47163?amount=null
867,P48165,عملية الانزلاق الغضروفي لمريض متعفف,"40,000ر.س",06/04/2024,1,المقيمون بالمملكة,434,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47166?amount=null
868,P48166,جراحة عاجلة في القناة الصفراوية لمريضة متعففة,"15,725ر.س",06/04/2024,1,المقيمون بالمملكة,392,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47167?amount=null
869,P47426,البرامج التأهيلية للأمهات,"500,500ر.س",06/04/2024,143,المواطنون والمقيمون بالمملكة,"38,152",جمعية رعاية الطفولة,الرياض,https://ehsan.sa/projects/0/46427?amount=null
870,P48138,وجبات الإفطار في ساحات الحرم المكي,"500,000ر.س",06/04/2024,"71,429",المواطنون والمقيمون بالمملكة,"23,276",جمعية إكرام عابري السبيل,مكة المكرمة,https://ehsan.sa/projects/0/47139?amount=null
871,P48110,توفير مستلزمات الأطفال الرضّع,"144,000ر.س",06/04/2024,180,المواطنون والمقيمون بالمملكة,"7,103",جمعية البر الخيرية بالغالة,الغالة,https://ehsan.sa/projects/0/47111?amount=null
872,P48125,السلال الغذائية للأسر المحتاجة,"158,200ر.س",06/04/2024,452,المواطنون,"7,145",جمعية البر والخدمات الاجتماعية بمركز أبو ضباع,ابو ضباع,https://ehsan.sa/projects/0/47126?amount=null
873,P48156,سقيا الماء للأسر المتعففة,"500,000ر.س",06/04/2024,"1,067",المواطنون والمقيمون بالمملكة,"29,139",جمعية البر الخيرية بالدرب,الدرب,https://ehsan.sa/projects/0/47157?amount=null
874,P48096,توفير الأجهزة الطبية لكبار السن,"245,000ر.س",06/04/2024,100,المواطنون والمقيمون بالمملكة,"13,230",اكرام المسنين بمنطقة مكة المكرمة,جدة,https://ehsan.sa/projects/0/47097?amount=null
875,P47311,جلسات الإصلاح الأسري,"100,000ر.س",06/04/2024,50,المواطنون,"6,662",جمعية إصلاح ذات البين بخليص,خليص,https://ehsan.sa/projects/0/46312?amount=null
876,P47790,تأثيث منازل المحتاجين,"202,410ر.س",06/04/2024,13,المواطنون,"11,165",ترميم المنازل والبناء بمركز غميقة,الليث,https://ehsan.sa/projects/0/46791?amount=null
877,P48093,كفالة الأرامل والمطلقات,"480,000ر.س",06/04/2024,150,المواطنون,"18,938",جمعية عائل للرعاية الأسرية بمحافظة تربة,تربة,https://ehsan.sa/projects/0/47094?amount=null
878,P48109,دعم المقبلين على الزواج,"270,000ر.س",06/04/2024,27,المواطنون,"12,625",جمعية التنمية الأسرية بالليث,الليث,https://ehsan.sa/projects/0/47110?amount=null
879,P48083,كفالة رواتب معلمي ومعلمات حلقات تحفيظ القرآن الكريم,"300,000ر.س",06/04/2024,200,المواطنون,"14,941",الجمعية الخيرية لتحفيظ القرآن الكريم بمكة المكرمة,مكة المكرمة,https://ehsan.sa/projects/0/47084?amount=null
880,P48132,سقيا الماء في الحرم,"500,000ر.س",06/04/2024,"500,000",المواطنون والمقيمون بالمملكة,"28,169",واعد للتنمية الاجتماعية,مكة المكرمة,https://ehsan.sa/projects/0/47133?amount=null
881,P48114,بناء جامع,"4,800,000ر.س",06/04/2024,480,المواطنون والمقيمون بالمملكة,"224,636",جمعية العناية بمساجد الطرق,بارق,https://ehsan.sa/projects/0/47119?amount=null
882,P48144,رحلات العمرة للمتعففين,"100,000ر.س",06/04/2024,100,المواطنون,"6,377",جمعية أصدقاء لاعبي كرة القدم الخيرية,الرياض,https://ehsan.sa/projects/0/47145?amount=null
883,P48062,طباعة ونشر المصاحف,"2,250,000ر.س",06/04/2024,"150,000",المواطنون والمقيمون بالمملكة,"143,739",مجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة,المدينة المنورة,https://ehsan.sa/projects/0/47063?amount=null
884,P48142,كفالة مرضى الفشل الكلوي,"132,480ر.س",06/04/2024,3,المقيمون بالمملكة,"6,581",جمعية الكوثر الصحية بعسير,أبها,https://ehsan.sa/projects/0/47143?amount=null
885,P48146,سقيا الماء,"189,800ر.س",06/04/2024,949,المواطنون والمقيمون بالمملكة,"13,121",جمعية البر الأهلية ببني كبير,بني كبير,https://ehsan.sa/projects/0/47147?amount=null
886,P47885,أجهزة قياس السكر للأطفال المتعففين,"500,000ر.س",06/04/2024,14,المواطنون,"25,939",مؤسسة مستشفى الملك فيصل التخصصي الخيرية وريف الخيري,الرياض,https://ehsan.sa/projects/0/46886?amount=null
887,P48080,سداد إيجار منازل الأيتام,"1,254,250ر.س",06/04/2024,98,المواطنون,"40,869",المؤسسة الخيرية لرعاية الأيتام إخاء,الرياض,https://ehsan.sa/projects/0/47081?amount=null
888,P48143,عملية إزالة المياه البيضاء لمريض متعفف,"21,500ر.س",06/04/2024,1,المقيمون بالمملكة,675,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47144?amount=null
889,P48126,دعم حلقات تحفيظ القرآن الكريم,"100,080ر.س",06/04/2024,180,المواطنون والمقيمون بالمملكة,"4,350",جمعية تحفيظ القران الكريم بالعطيف,العطيف,https://ehsan.sa/projects/0/47127?amount=null
890,P48120,توفير وجبات السحور للمحتاجين,"250,000ر.س",06/04/2024,"16,666",المواطنون والمقيمون بالمملكة,"15,368",جمعية أرزاق لحفظ النعمة,الطائف,https://ehsan.sa/projects/0/47121?amount=null
891,P48063,السلال الغذائية للأسر المحتاجة,"336,350ر.س",06/04/2024,961,المواطنون,"15,519",جمعية الروضتين للخدمات الإنسانية بمركز رجلاء,نجران,https://ehsan.sa/projects/0/47064?amount=null
892,P48137,وجبات إفطار الصائمين,"500,000ر.س",06/04/2024,"71,429",المواطنون والمقيمون بالمملكة,"22,990",جمعية إكرام عابري السبيل,الرياض,https://ehsan.sa/projects/0/47138?amount=null
893,P48139,توفير وجبات السحور للمتعففين,"135,000ر.س",05/04/2024,"9,000",المواطنون والمقيمون بالمملكة,"6,696",الجمعية الخيرية للعمل التطوعي بتبوك,تبوك,https://ehsan.sa/projects/0/47140?amount=null
894,P48131,سقيا الماء,"600,000ر.س",05/04/2024,"600,000",المواطنون والمقيمون بالمملكة,"29,321",جمعية خدمات الحجاج والمعتمرين بالجوف,أبو عجرم,https://ehsan.sa/projects/0/47132?amount=null
895,P48128,رحلات العمرة للمحتاجين,"30,000ر.س",05/04/2024,60,المواطنون,"1,980",جمعية التنمية الأهلية بمحافظة ظهران الجنوب,ظهران الجنوب,https://ehsan.sa/projects/0/47129?amount=null
896,P47919,كفالة الأرامل والمطلقات,"349,650ر.س",05/04/2024,135,المواطنون,"11,256",جمعية البر الخيرية بمركز العصلة,تربة,https://ehsan.sa/projects/0/46920?amount=null
897,P48059,عمليات القلب والقسطرة للمتعففين,"300,000ر.س",05/04/2024,6,المواطنون والمقيمون بالمملكة,"12,637",جمعية أطباء طيبة الطبية الخيرية حياة,المدينة المنورة,https://ehsan.sa/projects/0/47060?amount=null
898,P47987,كسوة العيد للأسر المتعففة,"123,000ر.س",05/04/2024,123,المواطنون,"6,991",جمعية التنمية الاجتماعية النسائية بمحايل عسير,محايل عسير,https://ehsan.sa/projects/0/46988?amount=null
899,P48133,ترميم مساكن الأسر المحتاجة,"200,000ر.س",05/04/2024,10,المواطنون,"3,060",عطاء العجلية للخدمات الانسانية,الأفلاج,https://ehsan.sa/projects/0/47134?amount=null
900,P48136,عمليات العمود الفقري للمرضى المتعففين,"300,000ر.س",05/04/2024,3,المواطنون والمقيمون بالمملكة,"7,857",جمعية زمزم الصحية,جدة,https://ehsan.sa/projects/0/47137?amount=null
901,P48140,علاج سرطان الغدد الليمفاوية لمريضة متعففة,"56,000ر.س",05/04/2024,1,المقيمون بالمملكة,"1,782",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47141?amount=null
902,P48079,تأمين وسائل النقل لذوي الإعاقة,"237,600ر.س",05/04/2024,66,المواطنون والمقيمون بالمملكة,"16,241",جمعية اسناد لرعاية الأشخاص ذوي الاعاقة,شرورة,https://ehsan.sa/projects/0/47080?amount=null
903,P48127,دعم حلقات تحفيظ القرآن الكريم,"300,000ر.س",05/04/2024,"1,080",المواطنون والمقيمون بالمملكة,"17,658",الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة أضم,أضم,https://ehsan.sa/projects/0/47128?amount=null
904,P48111,تفريج كرب المتعففين,"367,500ر.س",05/04/2024,735,المواطنون,"5,441",جمعية البر الخيرية بدوقة,دوقة,https://ehsan.sa/projects/0/47112?amount=null
905,P48135,كفالة مرضى الفشل الكلوي,"132,480ر.س",05/04/2024,3,المقيمون بالمملكة,"4,899",جمعية الكوثر الصحية بعسير,أبها,https://ehsan.sa/projects/0/47136?amount=null
906,P48130,رحلات العمرة للمحتاجين,"123,840ر.س",05/04/2024,480,المواطنون والمقيمون بالمملكة,"7,051",جمعية الدعوة والإرشاد وتوعية الجاليات بغرب الدمام نور,الدمام,https://ehsan.sa/projects/0/47131?amount=null
907,P48097,الرعاية الصحية لمريضات سرطان الثدي,"300,000ر.س",05/04/2024,120,المواطنون والمقيمون بالمملكة,"15,642",جمعية زهرة,الرياض,https://ehsan.sa/projects/0/47098?amount=null
908,P48112,سقيا الماء,"252,800ر.س",05/04/2024,316,المواطنون,"18,848",جمعية البر الخيرية بمركز شثاث,الشبحة,https://ehsan.sa/projects/0/47113?amount=null
909,P48065,رحلات العمرة للأرامل والأيتام,"444,000ر.س",05/04/2024,500,المواطنون,"30,031",الجمعية الخيرية لرعاية الأيتام بحائل رفاق,حائل,https://ehsan.sa/projects/0/47066?amount=null
910,P48007,الرعاية الصحية لمرضى الفصام,"336,000ر.س",05/04/2024,32,المقيمون بالمملكة,"23,031",الجمعية السعودية الخيرية للفصام ( احتواء),الرياض,https://ehsan.sa/projects/0/47008?amount=null
911,P47910,كسوة العيد,"150,000ر.س",05/04/2024,100,المواطنون,"6,612",جمعية النابية الخيرية,النابية,https://ehsan.sa/projects/0/46911?amount=null
912,P48124,وجبات الإفطار في ساحات الحرم المكي,"500,000ر.س",05/04/2024,"71,429",المواطنون والمقيمون بالمملكة,"27,574",جمعية إكرام عابري السبيل,مكة المكرمة,https://ehsan.sa/projects/0/47125?amount=null
913,P48121,إفطار الصائمين,"400,000ر.س",05/04/2024,"40,000",المواطنون والمقيمون بالمملكة,"21,973",جمعية خدمات الحجاج والمعتمرين بالجوف,مكة المكرمة,https://ehsan.sa/projects/0/47122?amount=null
914,P48129,رحلات العمرة للمحتاجين,"150,000ر.س",05/04/2024,500,المقيمون بالمملكة,"12,767",جمعية الدعوة و الإرشاد وتوعية الجاليات بتندحة,تندحة,https://ehsan.sa/projects/0/47130?amount=null
915,P48095,عربات بيع الطعام للأسر المتعففة,"239,500ر.س",05/04/2024,15,المواطنون,"5,321",جمعية دليل لتأهيل الشباب والفتيات للعمل الحر,حائل,https://ehsan.sa/projects/0/47096?amount=null
